_id,author,title,description,url,urlToImage,publishedAt,content,entreprise,id_source,name_source
673a29491967847a73005e20,,"The capital expenditures of Amazon, Alphabet, Meta, and Microsoft are set to total over $200B in 2024 as companies accelerate spending chasing AI (Bloomberg)","Bloomberg:
The capital expenditures of Amazon, Alphabet, Meta, and Microsoft are set to total over $200B in 2024 as companies accelerate spending chasing AI  —  - Amazon, Alphabet, Meta and Microsoft all accelerated spending  — Mixed results from the big tech…",https://www.techmeme.com/241101/p9,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/igHk.iKuYdl8/v1/1200x799.jpg,2024-11-01,"About This Page
This is a Techmeme archive page.
It shows how the site appeared at 8:15 AM ET, November 1, 2024.
The most current version of the site as always is available at our home page.
To v… [+164 chars]",Alphabet,,Techmeme.com
673a29491967847a73005e21,Maria Popova,The Dictionary Story: A Love Letter to Language Tucked Into a Delightful Fable about the Difficult Question of How to Be Yourself,"“Words belong to each other,” Virginia Woolf rasped in the only surviving recording of her voice — a love letter to language as an instrument of thought and a medium of being. “Words are events, they do things, change things,” Ursula K. Le Guin wrote a genera…",https://www.themarginalian.org/2024/11/15/the-dictionary-story/,https://www.themarginalian.org/wp-content/uploads/2024/11/oliverjeffers_dictionary00.jpg?fit=1200%2C630&ssl=1,2024-11-15,"“Words belong to each other,” Virginia Woolf rasped in the only surviving recording of her voice — a love letter to language as an instrument of thought and a medium of being. “Words are events, they… [+4052 chars]",Alphabet,,Themarginalian.org
673a29491967847a73005e22,Frank Schräer,"Montag: Stadt Detroit akzeptiert Bitcoin, Nvidia setzt neuen Börsenrekord",Kryptowährungen als Zahlungsmittel + Nvidia wertvollste Firma aller Zeiten + IT-Störung bei ASML + Spionage durch Security-Software + Vorteile heterogener IT,https://www.heise.de/news/Montag-Stadt-Detroit-akzeptiert-Bitcoin-Nvidia-setzt-neuen-Boersenrekord-10013858.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/6/5/2/6/monday-2dc3d0a5a2580938.webp,2024-11-11,"In Detroit können Bürger bei der Stadtverwaltung ab Mitte 2025 mit Bitcoin und Co. bezahlen. Die Stadt hat allerdings noch mehr mit der Blockchain-Technologie vor und sucht weitere Blockchain-Ideen, … [+4382 chars]",Alphabet,,heise online
673a29491967847a73005e23,Trevor Mogg,Now anyone in LA can take Waymo robotaxi rides 24/7,Autonomous car specialist Waymo has said it's expanding its robotaxi service in Los Angeles less than a year after launching there.,https://www.digitaltrends.com/cars/now-anyone-in-la-can-take-robotaxi-rides-247/,https://www.digitaltrends.com/wp-content/uploads/2024/11/waymo.jpg?resize=1200%2C630&p=1,2024-11-13,"It just got much easier to take a robotaxi ride in Los Angeles. Waymo announced on Tuesday that anyone in the Californian city can now take fully autonomous rides, removing the need to join a wait li… [+1462 chars]",Alphabet,,Digital Trends
673a29491967847a73005e24,Emilia David,"Tech leaders congratulate Trump on winning 2024 election, pledge to work together on innovation",Leaders of AI companies and other tech organizations cited the need to maintain American AI leadership in congratulating Donald Trump.,https://venturebeat.com/ai/tech-leaders-congratulate-trump-on-winning-2024-election-pledge-to-work-together-on-innovation/,https://venturebeat.com/wp-content/uploads/2024/11/cfr0z3n_line_art_flat_illustration_vector_art_pixellated_americ_116ee0e1-1034-4d0d-ac5f-0167bbdb416d.png?w=1024?w=1200&strip=all,2024-11-06,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Tech leaders said they are ready to work with the new Trump administrat… [+3074 chars]",Alphabet,,VentureBeat
673a29491967847a73005e25,Juan Carlos López,Moore Threads es la auténtica NVIDIA de China. Tanto que EEUU la considera una amenaza,"Huawei acapara buena parte de la atención cuando desviamos nuestra mirada hacia los diseñadores y fabricantes de chips para inteligencia artificial (IA) chinos que pueden competir de tú a tú con NVIDIA o AMD. Sin embargo, en el país liderado por Xi Jinping ha…",https://www.xataka.com/empresas-y-economia/moore-threads-autentica-nvidia-china-que-eeuu-considera-amenaza,https://i.blogs.es/77829c/moore-ap/840_560.jpeg,2024-11-12,Huawei acapara buena parte de la atención cuando desviamos nuestra mirada hacia los diseñadores y fabricantes de chips para inteligencia artificial (IA) chinos que pueden competir de tú a tú con NVID… [+3569 chars],Alphabet,,Xataka.com
673a29491967847a73005e26,andrew.myrick@futurenet.com (Andrew Myrick),I hope Samsung doesn't make the same mistakes as Apple,"Samsung's release of One UI 7 is shaping up to be almost as ambitious as the move from TouchWiz to One UI. However, the delayed release doesn't leave us feeling great.",https://www.androidcentral.com/apps-software/delayed-one-ui-7-update-has-me-worried,https://cdn.mos.cms.futurecdn.net/nFMkDSensEgPivRafCToGQ-1200-80.jpg,2024-11-15,"(Image credit: Nicholas Sutrich / Android Central)
Beyond the Alphabet is a weekly column that focuses on the tech world both inside and out of the confines of Mountain View.
If there's one thing w… [+6233 chars]",Alphabet,,Android Central
673a29491967847a73005e27,"Joshua Nelken-Zitser,Kieran Corcoran","Russia hit Google with a fine so big it defies comprehension, exposing a legal system adrift","Russia's massive Google fine is huge, symbolic, and likely unenforceable, but it's part of an increasingly fractured global legal landscape.",https://www.businessinsider.com/russia-20-decillion-google-fine-shows-legal-system-adrift-2024-11,https://i.insider.com/6724ecdf01ea6d83dee59f88?width=1200&format=jpeg,2024-11-04,"Russia fined Google an astronomical amount — $20.6 decillion — over suspended YouTube accounts.Contributor/Getty Images
<ul><li>A Russian court issued Google a gargantuan fine — $20.6 decillion — fo… [+5140 chars]",Alphabet,business-insider,Business Insider
673a29491967847a73005e28,Nico Ernst,Nvidia ist wertvollstes Unternehmen aller Zeiten,"Mit mehr als 3,6 Billionen US-Dollar Börsenwert setzt Nvidia einen neuen Rekord. Die Aktie liegt nun stabil vor Apple.",https://www.heise.de/news/Nvidia-ist-wertvollstes-Unternehmen-aller-Zeiten-10013772.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/6/4/8/3/shutterstock_1742705531-7830f2dd8c8cdef8.jpg,2024-11-10,Im Nachgang der Präsidentschaftswahlen in den USA ergeben sich an den Börsen einige Verschiebungen. Vor allem Technologieunternehmen profitieren in der Wahrnehmung von Anlegern von der Hoffnung auf S… [+1632 chars],Alphabet,,heise online
673a29491967847a73005e29,"Grace Kay,Madison Hoff","Internal Tesla salary database shows Elon Musk's strategy: Lower salaries, bigger stock grants",An internal database with Tesla salaries shows lower base pay than competitors but significant stock grants. Insiders say this helps find the diehards.,https://www.businessinsider.com/tesla-salary-database-elon-musk-pay-strategy-2024-11,https://i.insider.com/670e8b6a6ac7b701e7cb32a5?width=1200&format=jpeg,2024-11-11,An internal salary database shows that the company offers lower base salaries than its tech and automotive peers but offers substantial stock grants.Jordan Strauss/Invision/AP; iStock; Rebecca Zisser… [+11467 chars],Alphabet,business-insider,Business Insider
673a29491967847a73005e2a,そうこ,米大統領選でトランプ氏勝利：テック企業CEOが続々と「お祝い」コメント,IllustrationgeneratedbyMidjourneybasedonaphotobyGizmodoUS.2024年アメリカ大統領選挙は、ドナルド・トランプ氏の勝利で幕を閉じました。選挙人の獲得数だけでなく、投票数でも勝利。来年、トランプ氏は第47代米国大統領として、再びホワイトハウスに戻ってきます。規約や経済に大きな影響を与える政治のトップ。大手テック業界のトップたちも、つぎつぎと新大,https://www.gizmodo.jp/2024/11/big-tech-is-going-to-take-ass-kissing-to-new-heights.html,https://media.loom-app.com/gizmodo/dist/images/2024/11/07/1.png?w=1280&h=630&f=jpg,2024-11-07,"202447
X
It is morning in America again pic.twitter.com/GNTE0cUWoc
 Elon Musk (@elonmusk) November 6, 2024
12000SNS
Amazon
Big congratulations to our 45th and now 47th President on an extraordi… [+1248 chars]",Alphabet,,Gizmodo.jp
673a29491967847a73005e2b,Gael Cooper,"Today's Wordle Hints, Answer and Help for Nov. 7, #1237","Here's today's Wordle answer, plus a look at spoiler-free hints and past solutions. These clues will help you solve The New York Times' popular puzzle game, Wordle, every day.",https://www.cnet.com/tech/gaming/todays-wordle-hints-answer-and-help-for-nov-7-1237/,https://www.cnet.com/a/img/resize/c2b8d1e2686bcca5e387fa0b6c89fa264d27a6c4/hub/2024/05/28/20480816-214e-4fcc-a9b4-b02f0ac71e7c/wordle-word-game-hints-puzzle-8667.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-07,"Looking for the most recent Wordle answer? Click here for today's Wordle hints, as well as our daily answers and hints for The New York Times Mini Crossword, Connections and Strands puzzles.
There a… [+2959 chars]",Alphabet,,CNET
673a29491967847a73005e2c,Gael Cooper,"Today's Wordle Hints, Answer and Help for Nov. 1, #1231","Here's today's Wordle answer, plus a look at spoiler-free hints and past solutions. These clues will help you solve The New York Times' popular puzzle game, Wordle, every day.",https://www.cnet.com/tech/gaming/todays-wordle-hints-answer-and-help-for-nov-1-1231/,https://www.cnet.com/a/img/resize/c2b8d1e2686bcca5e387fa0b6c89fa264d27a6c4/hub/2024/05/28/20480816-214e-4fcc-a9b4-b02f0ac71e7c/wordle-word-game-hints-puzzle-8667.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-01,"Looking for the most recent Wordle answer? Click here for today's Wordle hints, as well as our daily answers and hints for The New York Times Mini Crossword, Connections and Strands puzzles.
There a… [+2828 chars]",Alphabet,,CNET
673a29491967847a73005e2d,Jens,Googles Quartalszahlen: Gewaltiges Wachstum in allen Bereichen; nur Alphabet verbrennt Milliarden (Übersicht),"Die Google-Mutter Alphabet hat in dieser Woche die Geschäftszahlen für das 3. Quartal 2024 vorgelegt und konnte mit diesen überraschend stark glänzen, denn sowohl beim Umsatz als auch beim Gewinn hat man kräftig zugelegt. Das Unternehmen scheint fast allen Be…",https://www.googlewatchblog.de/2024/11/googles-quartalszahlen-gewaltiges-wachstum-in-allen-bereichen-nur-alphabet-verbrennt-milliarden-uebersicht/,https://www.googlewatchblog.de/wp-content/uploads/google-money.jpg,2024-11-02,"Die Google-Mutter Alphabet hat in dieser Woche die Geschäftszahlen für das 3. Quartal 2024 vorgelegt und konnte mit diesen überraschend stark glänzen, denn sowohl beim Umsatz als auch beim Gewinn hat… [+7213 chars]",Alphabet,,Googlewatchblog.de
673a29491967847a73005e2e,andrew.myrick@futurenet.com (Andrew Myrick),Chromebook vs. iPad: Here's what I think you should go with,Chromebooks have come a long way.,https://www.androidcentral.com/chromebooks-laptops/chromebook-vs-ipad,https://cdn.mos.cms.futurecdn.net/95c9nStgqwKfiDgrYRVQw3-1200-80.jpg,2024-11-01,"(Image credit: Nicholas Sutrich / Android Central)
Beyond the Alphabet is a weekly column that focuses on the tech world both inside and out of the confines of Mountain View.
After Apple recently a… [+7255 chars]",Alphabet,,Android Central
673a29491967847a73005e2f,Anne Barela,FeatherWing of the Day: Adafruit 0.54″ Quad Alphanumeric FeatherWing Display – White #WingOfTheDay,"The Adafruit Feather ecosystem is so rich with hardware diversity, we wanted to share them, one each day. Today is the Adafruit 0.54″ Quad Alphanumeric FeatherWing Display – White! Display, elegantly, 012345678 or 9! Gaze, hypnotized, at ABCDEFGHIJKLM – well …",https://blog.adafruit.com/2024/11/13/featherwing-of-the-day-adafruit-0-54-quad-alphanumeric-featherwing-display-white-wingoftheday/,https://cdn-blog.adafruit.com/uploads/2024/11/a-57.png,2024-11-13,"November 13, 2024 AT 9:37 am
FeatherWing of the Day: Adafruit 0.54″ Quad Alphanumeric FeatherWing Display – White #WingOfTheDay
The Adafruit Feather ecosystem is so rich with hardware diversity, we… [+4840 chars]",Alphabet,,Adafruit.com
673a29491967847a73005e30,Varietyschneider,"Hulu Gets Big ABC Showcase As ‘Secret Lives of Mormon Wives,’ Sherri Papini Docuseries, ‘Only Murders’ All Join Midseason Lineup","The lines between Hulu and ABC (already programmed jointly under head Craig Erwich) continue to blur, as the Alphabet web unveiled a midseason schedule heavy on repurposed hits from the streamer. That includes the addition of Hulu’s “The Secret Lives of Mormo…",https://variety.com/2024/tv/news/abc-midseason-hulu-shows-secret-lives-of-mormon-wives-sherri-papini-1236206672/,https://variety.com/wp-content/uploads/2024/08/secretlivesofmormonwives.1.jpg?w=1000&h=563&crop=1,2024-11-11,"The lines between Hulu and ABC (already programmed jointly under head Craig Erwich) continue to blur, as the Alphabet web unveiled a midseason schedule heavy on repurposed hits from the streamer. Tha… [+4008 chars]",Alphabet,,Variety
673a29491967847a73005e31,,France's new dictionary struggles to keep up with the times,The full ninth edition of the Dictionnaire de l’Académie Française has been presented to France's President Macron.,https://www.bbc.com/news/articles/cly03ve799go,https://ichef.bbci.co.uk/news/1024/branded_news/555a/live/9b20c600-a2a3-11ef-8a2c-616f0b9157b8.jpg,2024-11-14,"Forty years after they began the task and nearly four hundred years after receiving their first commission sages in Paris have finally produced a new edition of the definitive French dictionary.
The… [+3182 chars]",Alphabet,,BBC News
673a29491967847a73005e32,Ryan Christoffel,Apple’s hitting its AI stride right as competition is slowing,"Apple Intelligence just arrived last month, and some of its most exciting features will arrive with iOS 18.2 in the coming weeks. Meanwhile, a new report indicates Apple’s major AI competitors are hitting speed bumps with their growth. It seems Apple may be h…",https://9to5mac.com/2024/11/13/apples-suddenly-finding-ai-success-while-competitors-hit-speed-bumps/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2024/10/how-to-make-apple-intelligence-images-on-iphone.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-11-13,"Apple Intelligence just arrived last month, and some of its most exciting features will arrive with iOS 18.2 in the coming weeks. Meanwhile, a new report indicates Apples major AI competitors are hit… [+2631 chars]",Alphabet,,9to5Mac
673a29491967847a73005e33,Victor Mair,Not giving up on Hangul for Cia-Cia,"This is a story we've been following for well over a decade (see ""Selected readings"").  Improbable as it may seem that the Korean alphabet might be adaptable for writing an Austronesian language of Indonesia, there are some promoters of this idea who continue…",https://languagelog.ldc.upenn.edu/nll/?p=66765,,2024-11-05,"« previous post | 
This is a story we've been following for well over a decade (see ""Selected readings"").  Improbable as it may seem that the Korean alphabet might be adaptable for writing an Austro… [+4721 chars]",Alphabet,,Upenn.edu
673a29491967847a73005e34,Anne Barela,FeatherWing of the Day: Adafruit 0.54″ Quad Alphanumeric FeatherWing Display – Blue #WingOfTheDay,"The Adafruit Feather ecosystem is so rich with hardware diversity, we wanted to share them, one each day. Today is the Adafruit 0.54″ Quad Alphanumeric FeatherWing Display – Blue! Display, elegantly, 012345678 or 9! Gaze, hypnotized, at ABCDEFGHIJKLM – well i…",https://blog.adafruit.com/2024/11/08/featherwing-of-the-day-adafruit-0-54%e2%80%b3-quad-alphanumeric-featherwing-display-blue-wingoftheday/,https://cdn-blog.adafruit.com/uploads/2024/11/a-42.png,2024-11-08,"November 8, 2024 AT 4:58 pm
FeatherWing of the Day: Adafruit 0.54 Quad Alphanumeric FeatherWing Display Blue #WingOfTheDay
The Adafruit Feather ecosystem is so rich with hardware diversity, we want… [+4823 chars]",Alphabet,,Adafruit.com
673a29491967847a73005e35,info@hypebeast.com (Hypebeast),IAB-Studio Enters the World of Pokémon,"IAB-Studio is back for Fall/Winter 2024 with a new collaboration, this time teaming up with Pokémon for a three-piece capsule that prominently features the Pokémon Unown. Introduced in Generation II's Johto region, Unown is the ""Symbol Pokémon"" and comes in 2…",https://hypebeast.com/2024/11/pokemon-iab-studio-unown-capsule-release-date,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2024%2F11%2F03%2Fpokemon-iab-studio-unown-capsule-release-date-tw0.jpg?w=1080&cbr=1&q=90&fit=max,2024-11-03,"IAB-Studio is back for Fall/Winter 2024 with a new collaboration, this time teaming up with Pokémon for a three-piece capsule that prominently features the Pokémon Unown. Introduced in Generation II’… [+1048 chars]",Alphabet,,HYPEBEAST
673a294a1967847a73005e36,Umar Shakir,Amazon starts drone deliveries in Arizona,Amazon’s same-day Prime Air drone delivery service has launched for West Valley Phoenix Metro Area customers.,https://www.theverge.com/2024/11/5/24288735/amazon-arizona-tolleson-phoenix-drone-prime-air-launch,https://cdn.vox-cdn.com/thumbor/FKpVYVSAvjmty85vWPCCXkZoebk=/0x0:1450x967/1200x628/filters:focal(725x484:726x485)/cdn.vox-cdn.com/uploads/chorus_asset/file/25716404/aa_112024_az_drone_delivery_standard_hero_v1_600kb_2000x1125.jpg,2024-11-05,"Amazon starts drone deliveries in Arizona
Amazon starts drone deliveries in Arizona
 / Amazon has started its same-day Prime Air drone delivery service for customers in Phoenix Valley West.
ByUmar… [+1663 chars]",Amazon,the-verge,The Verge
673a294a1967847a73005e37,,[Removed],[Removed],https://removed.com,,2024-11-04,[Removed],Amazon,,[Removed]
673a294a1967847a73005e38,,[Removed],[Removed],https://removed.com,,2024-11-07,[Removed],Amazon,,[Removed]
673a294a1967847a73005e39,,[Removed],[Removed],https://removed.com,,2024-11-05,[Removed],Amazon,,[Removed]
673a294a1967847a73005e3a,David Pierce,Alexa at 10: Amazon’s assistant is a winner and a failure,"Amazon’s Echo launched in 2014, and since then has helped create a voice-first revolution. But as AI takes over, the questions remain about what these devices are for.",https://www.theverge.com/2024/11/5/24288352/amazon-alexa-anniversary-ai-llm-assistant-vergecast,https://cdn.vox-cdn.com/thumbor/eMMaGLFVmtcyAkrXVJSDd5_WekA=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25715695/VST_1105_SIte.jpg,2024-11-05,"Image: Alex Parkin / The Verge

 

 Alexa didn’t get a big splashy launch event, or come with a bunch of grand proclamations about being the future of anything. Instead, like a phone charger with a … [+2304 chars]",Amazon,the-verge,The Verge
673a294a1967847a73005e3b,Lawrence Bonk,"Amazon begins drone delivers to Phoenix, provided the weather is favorable","Amazon has started making deliveries via drone
 in parts of Phoenix, according to reporting by 
TechCrunch
. We knew this was coming
 and now it’s here. Customers in the West Valley Phoenix Metro area should now have access to a selection of products that…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ee24d624-3ada-44b6-929f-1c1f9f484fee,,2024-11-05,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Amazon,,Yahoo Entertainment
673a294a1967847a73005e3c,"Jeff Dunn,Valentina Palladino","Black Friday 2024: The best early deals we could find from Amazon, Best Buy and more","Black Friday may technically just be one day, but it’s evolved to consume the entire month of November in the US at this point. For the past few years, retailers like Amazon, Walmart and Target have ushered in the holiday shopping season earlier and earlier, …",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_66547d46-15e1-4727-8aa5-5723f6ae9505,,2024-11-06,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Amazon,,Yahoo Entertainment
673a294a1967847a73005e3d,,[Removed],[Removed],https://removed.com,,2024-11-14,[Removed],Amazon,,[Removed]
673a294a1967847a73005e3e,Kris Holt,Amazon drops the price of the Ninja Creami ice cream maker ahead of Black Friday,"Black Friday deals offer opportunities to pick up holiday gifts for less but also treat-yourself items you've been eyeing. One of our favorite gadgets that falls under that category is the Ninja Creami, a favorite kitchen gadget of ours that scored a 90 in ou…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a93fdafd-51eb-4bce-bd13-a7f9ecfd5e59,,2024-11-15,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Amazon,,Yahoo Entertainment
673a294a1967847a73005e3f,,[Removed],[Removed],https://removed.com,,2024-11-16,[Removed],Amazon,,[Removed]
673a294a1967847a73005e40,Ash Parrish,Mass Effect is Amazon’s next video game adaptation,"According to a report from Variety, a tv show based on BioWare’s Mass Effect franchise is officially in development at Amazon MGM Studios.",https://www.theverge.com/2024/11/7/24290596/mass-effect-tv-show-amazon-fallout,https://cdn.vox-cdn.com/thumbor/HNmf21-YN1DfO5HbPqgDCSXou-w=/0x0:1454x818/1200x628/filters:focal(727x409:728x410)/cdn.vox-cdn.com/uploads/chorus_asset/file/25720063/mele_screenshot_reveal_3840x2160_clean_03.jpg.adapt.crop16x9.818p.jpg,2024-11-07,"Mass Effect is Amazons next video game adaptation
Mass Effect is Amazons next video game adaptation
 / Im Commander Shepard and this is my favorite show on the Citadel.
ByAsh Parrish, a reporter w… [+1624 chars]",Amazon,the-verge,The Verge
673a294a1967847a73005e41,Jennifer Pattison Tuohy,Matter 1.4 tries to set the smart home standard back on track,"Matter 1.4, the latest specification for the Apple, Amazon, and Google-backed standard, brings improvements to interoperability and enables energy management solutions.",https://www.theverge.com/2024/11/7/24289972/matter-smart-home-standard-1-4-spec-new-features-device-types,https://cdn.vox-cdn.com/thumbor/Xvz8zdXWaT8ru4FUKi4BsIC5am8=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24087547/STK138_Matter_K_Radtke_02.jpg,2024-11-07,"Matter 1.4 tries to set the smart home standard back on track
Matter 1.4 tries to set the smart home standard back on track
 / The new spec brings much-needed fixes for interoperability and Thread … [+14845 chars]",Amazon,the-verge,The Verge
